timestamp, power.draw [W]
2025/02/16 20:18:58.474, 60.99 W
2025/02/16 20:18:58.486, 60.99 W
2025/02/16 20:18:58.496, 60.99 W
2025/02/16 20:18:58.506, 60.99 W
2025/02/16 20:18:58.516, 60.99 W
2025/02/16 20:18:58.526, 60.99 W
2025/02/16 20:18:58.536, 60.99 W
2025/02/16 20:18:58.546, 60.99 W
2025/02/16 20:18:58.556, 60.99 W
2025/02/16 20:18:58.567, 60.99 W
2025/02/16 20:18:58.577, 60.99 W
2025/02/16 20:18:58.587, 60.99 W
2025/02/16 20:18:58.597, 60.99 W
2025/02/16 20:18:58.607, 60.99 W
2025/02/16 20:18:58.617, 60.99 W
2025/02/16 20:18:58.627, 60.99 W
2025/02/16 20:18:58.637, 60.99 W
2025/02/16 20:18:58.647, 60.99 W
2025/02/16 20:18:58.657, 60.99 W
2025/02/16 20:18:58.667, 60.99 W
2025/02/16 20:18:58.677, 60.99 W
2025/02/16 20:18:58.687, 60.99 W
2025/02/16 20:18:58.698, 60.99 W
2025/02/16 20:18:58.708, 60.99 W
2025/02/16 20:18:58.718, 60.99 W
2025/02/16 20:18:58.728, 60.99 W
2025/02/16 20:18:58.738, 60.99 W
2025/02/16 20:18:58.748, 60.99 W
2025/02/16 20:18:58.758, 60.99 W
2025/02/16 20:18:58.768, 60.99 W
2025/02/16 20:18:58.778, 60.99 W
2025/02/16 20:18:58.788, 60.99 W
2025/02/16 20:18:58.798, 60.99 W
2025/02/16 20:18:58.808, 60.99 W
2025/02/16 20:18:58.818, 60.99 W
2025/02/16 20:18:58.828, 60.99 W
2025/02/16 20:18:58.839, 60.99 W
2025/02/16 20:18:58.849, 60.99 W
2025/02/16 20:18:58.859, 60.99 W
2025/02/16 20:18:58.869, 60.99 W
2025/02/16 20:18:58.879, 60.99 W
2025/02/16 20:18:58.889, 60.99 W
2025/02/16 20:18:58.899, 60.99 W
2025/02/16 20:18:58.909, 60.99 W
2025/02/16 20:18:58.919, 60.99 W
2025/02/16 20:18:58.929, 60.99 W
2025/02/16 20:18:58.939, 60.99 W
2025/02/16 20:18:58.949, 60.99 W
2025/02/16 20:18:58.959, 60.99 W
2025/02/16 20:18:58.970, 60.99 W
2025/02/16 20:18:58.980, 60.99 W
2025/02/16 20:18:58.990, 60.99 W
2025/02/16 20:18:59.000, 60.99 W
2025/02/16 20:18:59.010, 60.99 W
2025/02/16 20:18:59.020, 60.99 W
2025/02/16 20:18:59.030, 60.99 W
2025/02/16 20:18:59.040, 60.99 W
2025/02/16 20:18:59.050, 60.99 W
2025/02/16 20:18:59.060, 60.99 W
2025/02/16 20:18:59.070, 60.99 W
2025/02/16 20:18:59.080, 60.99 W
2025/02/16 20:18:59.090, 60.99 W
2025/02/16 20:18:59.100, 60.99 W
2025/02/16 20:18:59.111, 60.99 W
2025/02/16 20:18:59.121, 60.99 W
2025/02/16 20:18:59.131, 60.99 W
2025/02/16 20:18:59.141, 60.99 W
2025/02/16 20:18:59.151, 60.99 W
2025/02/16 20:18:59.161, 60.99 W
2025/02/16 20:18:59.171, 60.99 W
2025/02/16 20:18:59.181, 60.99 W
2025/02/16 20:18:59.191, 60.99 W
2025/02/16 20:18:59.201, 60.99 W
2025/02/16 20:18:59.211, 60.99 W
2025/02/16 20:18:59.221, 60.99 W
2025/02/16 20:18:59.231, 60.99 W
2025/02/16 20:18:59.241, 60.99 W
2025/02/16 20:18:59.252, 60.99 W
2025/02/16 20:18:59.262, 60.99 W
2025/02/16 20:18:59.272, 60.99 W
2025/02/16 20:18:59.282, 60.99 W
2025/02/16 20:18:59.292, 60.99 W
2025/02/16 20:18:59.302, 60.99 W
2025/02/16 20:18:59.312, 60.99 W
2025/02/16 20:18:59.322, 60.99 W
2025/02/16 20:18:59.332, 60.99 W
2025/02/16 20:18:59.342, 60.99 W
2025/02/16 20:18:59.352, 60.99 W
2025/02/16 20:18:59.362, 60.99 W
2025/02/16 20:18:59.372, 60.99 W
2025/02/16 20:18:59.382, 60.99 W
2025/02/16 20:18:59.393, 60.99 W
2025/02/16 20:18:59.403, 60.99 W
2025/02/16 20:18:59.413, 60.99 W
2025/02/16 20:18:59.423, 60.99 W
2025/02/16 20:18:59.433, 60.99 W
2025/02/16 20:18:59.443, 60.99 W
2025/02/16 20:18:59.453, 60.99 W
2025/02/16 20:18:59.463, 60.99 W
2025/02/16 20:18:59.473, 60.99 W
2025/02/16 20:18:59.483, 60.99 W
2025/02/16 20:18:59.493, 60.99 W
2025/02/16 20:18:59.503, 60.99 W
2025/02/16 20:18:59.513, 60.99 W
2025/02/16 20:18:59.523, 60.99 W
2025/02/16 20:18:59.534, 60.99 W
2025/02/16 20:18:59.544, 60.99 W
2025/02/16 20:18:59.554, 60.99 W
2025/02/16 20:18:59.564, 60.99 W
2025/02/16 20:18:59.574, 60.99 W
2025/02/16 20:18:59.584, 60.99 W
2025/02/16 20:18:59.594, 60.99 W
2025/02/16 20:18:59.604, 60.99 W
2025/02/16 20:18:59.614, 60.99 W
2025/02/16 20:18:59.624, 60.99 W
2025/02/16 20:18:59.634, 60.99 W
2025/02/16 20:18:59.644, 60.99 W
2025/02/16 20:18:59.654, 60.99 W
2025/02/16 20:18:59.665, 60.99 W
2025/02/16 20:18:59.675, 60.99 W
2025/02/16 20:18:59.685, 60.99 W
2025/02/16 20:18:59.695, 60.99 W
2025/02/16 20:18:59.705, 60.99 W
2025/02/16 20:18:59.715, 60.99 W
2025/02/16 20:18:59.725, 60.99 W
2025/02/16 20:18:59.735, 60.99 W
2025/02/16 20:18:59.745, 60.99 W
2025/02/16 20:18:59.755, 60.99 W
2025/02/16 20:18:59.765, 60.99 W
2025/02/16 20:18:59.775, 60.99 W
2025/02/16 20:18:59.785, 60.99 W
2025/02/16 20:18:59.795, 60.99 W
2025/02/16 20:18:59.806, 60.99 W
2025/02/16 20:18:59.816, 60.99 W
2025/02/16 20:18:59.826, 60.99 W
2025/02/16 20:18:59.836, 60.99 W
2025/02/16 20:18:59.846, 60.99 W
2025/02/16 20:18:59.856, 60.99 W
2025/02/16 20:18:59.866, 60.99 W
2025/02/16 20:18:59.876, 60.99 W
2025/02/16 20:18:59.886, 60.99 W
2025/02/16 20:18:59.896, 60.99 W
2025/02/16 20:18:59.906, 60.99 W
2025/02/16 20:18:59.916, 60.99 W
2025/02/16 20:18:59.926, 60.99 W
2025/02/16 20:18:59.936, 60.99 W
2025/02/16 20:18:59.947, 60.99 W
2025/02/16 20:18:59.957, 60.99 W
2025/02/16 20:18:59.967, 60.99 W
2025/02/16 20:18:59.977, 60.99 W
2025/02/16 20:18:59.987, 60.99 W
2025/02/16 20:18:59.997, 60.99 W
2025/02/16 20:19:00.007, 60.99 W
2025/02/16 20:19:00.017, 60.99 W
2025/02/16 20:19:00.027, 60.99 W
2025/02/16 20:19:00.037, 60.99 W
2025/02/16 20:19:00.047, 60.99 W
2025/02/16 20:19:00.057, 60.99 W
2025/02/16 20:19:00.067, 60.99 W
2025/02/16 20:19:00.077, 60.99 W
2025/02/16 20:19:00.088, 60.99 W
2025/02/16 20:19:00.098, 60.99 W
2025/02/16 20:19:00.108, 60.99 W
2025/02/16 20:19:00.118, 60.99 W
2025/02/16 20:19:00.128, 60.99 W
2025/02/16 20:19:00.138, 60.99 W
2025/02/16 20:19:00.148, 60.99 W
2025/02/16 20:19:00.158, 60.99 W
2025/02/16 20:19:00.168, 61.06 W
2025/02/16 20:19:00.178, 61.06 W
2025/02/16 20:19:00.188, 61.06 W
2025/02/16 20:19:00.198, 61.06 W
2025/02/16 20:19:00.208, 61.06 W
2025/02/16 20:19:00.219, 61.06 W
2025/02/16 20:19:00.229, 61.06 W
2025/02/16 20:19:00.239, 61.06 W
2025/02/16 20:19:00.249, 61.06 W
2025/02/16 20:19:00.259, 61.06 W
2025/02/16 20:19:00.269, 60.99 W
2025/02/16 20:19:00.279, 60.99 W
2025/02/16 20:19:00.289, 60.99 W
2025/02/16 20:19:00.299, 60.99 W
2025/02/16 20:19:00.309, 60.99 W
2025/02/16 20:19:00.319, 60.99 W
2025/02/16 20:19:00.329, 60.99 W
2025/02/16 20:19:00.339, 60.99 W
2025/02/16 20:19:00.349, 60.99 W
2025/02/16 20:19:00.360, 60.99 W
2025/02/16 20:19:00.370, 60.99 W
2025/02/16 20:19:00.380, 60.99 W
2025/02/16 20:19:00.390, 60.99 W
2025/02/16 20:19:00.400, 60.99 W
2025/02/16 20:19:00.410, 60.99 W
2025/02/16 20:19:00.420, 60.99 W
2025/02/16 20:19:00.430, 60.99 W
2025/02/16 20:19:00.440, 60.99 W
2025/02/16 20:19:00.450, 60.99 W
2025/02/16 20:19:00.460, 60.99 W
2025/02/16 20:19:00.470, 60.99 W
2025/02/16 20:19:00.480, 60.99 W
2025/02/16 20:19:00.490, 60.99 W
2025/02/16 20:19:00.501, 60.99 W
2025/02/16 20:19:00.511, 60.99 W
2025/02/16 20:19:00.521, 60.99 W
2025/02/16 20:19:00.531, 60.99 W
2025/02/16 20:19:00.541, 60.99 W
2025/02/16 20:19:00.551, 60.99 W
2025/02/16 20:19:00.561, 60.99 W
2025/02/16 20:19:00.571, 60.99 W
2025/02/16 20:19:00.581, 60.99 W
2025/02/16 20:19:00.591, 60.99 W
2025/02/16 20:19:00.601, 60.99 W
2025/02/16 20:19:00.611, 60.99 W
2025/02/16 20:19:00.621, 60.99 W
2025/02/16 20:19:00.631, 60.99 W
2025/02/16 20:19:00.642, 60.99 W
2025/02/16 20:19:00.652, 60.99 W
2025/02/16 20:19:00.662, 60.99 W
2025/02/16 20:19:00.672, 60.99 W
2025/02/16 20:19:00.682, 60.99 W
2025/02/16 20:19:00.692, 60.99 W
2025/02/16 20:19:00.702, 60.99 W
2025/02/16 20:19:00.712, 60.99 W
2025/02/16 20:19:00.722, 60.99 W
2025/02/16 20:19:00.732, 60.99 W
2025/02/16 20:19:00.742, 60.99 W
2025/02/16 20:19:00.752, 60.99 W
2025/02/16 20:19:00.762, 60.99 W
2025/02/16 20:19:00.772, 60.99 W
2025/02/16 20:19:00.783, 60.99 W
2025/02/16 20:19:00.793, 60.99 W
2025/02/16 20:19:00.803, 60.99 W
2025/02/16 20:19:00.813, 60.99 W
2025/02/16 20:19:00.823, 60.99 W
2025/02/16 20:19:00.833, 60.99 W
2025/02/16 20:19:00.843, 60.99 W
2025/02/16 20:19:00.853, 60.99 W
2025/02/16 20:19:00.863, 60.99 W
2025/02/16 20:19:00.873, 60.99 W
2025/02/16 20:19:00.883, 60.99 W
2025/02/16 20:19:00.893, 60.99 W
2025/02/16 20:19:00.903, 60.99 W
2025/02/16 20:19:00.913, 60.99 W
2025/02/16 20:19:00.923, 60.99 W
2025/02/16 20:19:00.934, 60.99 W
2025/02/16 20:19:00.944, 60.99 W
2025/02/16 20:19:00.954, 60.99 W
2025/02/16 20:19:00.964, 60.99 W
2025/02/16 20:19:00.974, 60.99 W
2025/02/16 20:19:00.984, 60.99 W
2025/02/16 20:19:00.994, 60.99 W
2025/02/16 20:19:01.004, 60.99 W
2025/02/16 20:19:01.014, 60.99 W
2025/02/16 20:19:01.024, 60.99 W
2025/02/16 20:19:01.034, 60.99 W
2025/02/16 20:19:01.044, 60.99 W
2025/02/16 20:19:01.054, 60.99 W
2025/02/16 20:19:01.064, 60.99 W
2025/02/16 20:19:01.075, 61.28 W
2025/02/16 20:19:01.085, 61.28 W
2025/02/16 20:19:01.095, 61.28 W
2025/02/16 20:19:01.105, 61.28 W
2025/02/16 20:19:01.115, 61.28 W
2025/02/16 20:19:01.125, 61.28 W
2025/02/16 20:19:01.135, 61.28 W
2025/02/16 20:19:01.145, 61.28 W
2025/02/16 20:19:01.155, 61.28 W
2025/02/16 20:19:01.165, 61.28 W
2025/02/16 20:19:01.175, 60.99 W
2025/02/16 20:19:01.185, 60.99 W
2025/02/16 20:19:01.195, 60.99 W
2025/02/16 20:19:01.206, 60.99 W
2025/02/16 20:19:01.216, 60.99 W
2025/02/16 20:19:01.226, 60.99 W
2025/02/16 20:19:01.236, 60.99 W
2025/02/16 20:19:01.246, 60.99 W
2025/02/16 20:19:01.256, 60.99 W
2025/02/16 20:19:01.266, 60.99 W
2025/02/16 20:19:01.276, 60.99 W
2025/02/16 20:19:01.286, 60.99 W
2025/02/16 20:19:01.296, 60.99 W
2025/02/16 20:19:01.306, 60.99 W
2025/02/16 20:19:01.316, 60.99 W
2025/02/16 20:19:01.326, 60.99 W
2025/02/16 20:19:01.336, 60.99 W
2025/02/16 20:19:01.347, 60.99 W
2025/02/16 20:19:01.357, 60.99 W
2025/02/16 20:19:01.367, 60.99 W
2025/02/16 20:19:01.377, 60.99 W
2025/02/16 20:19:01.387, 60.99 W
2025/02/16 20:19:01.397, 60.99 W
2025/02/16 20:19:01.407, 60.99 W
2025/02/16 20:19:01.417, 60.99 W
2025/02/16 20:19:01.427, 60.99 W
2025/02/16 20:19:01.437, 60.99 W
2025/02/16 20:19:01.447, 60.99 W
2025/02/16 20:19:01.457, 60.99 W
2025/02/16 20:19:01.467, 60.99 W
2025/02/16 20:19:01.477, 60.99 W
2025/02/16 20:19:01.488, 60.99 W
2025/02/16 20:19:01.498, 60.99 W
2025/02/16 20:19:01.508, 60.99 W
2025/02/16 20:19:01.518, 60.99 W
2025/02/16 20:19:01.528, 60.99 W
2025/02/16 20:19:01.538, 60.99 W
2025/02/16 20:19:01.548, 60.99 W
2025/02/16 20:19:01.558, 60.99 W
2025/02/16 20:19:01.568, 60.99 W
2025/02/16 20:19:01.578, 60.99 W
2025/02/16 20:19:01.588, 60.99 W
2025/02/16 20:19:01.598, 60.99 W
2025/02/16 20:19:01.608, 60.99 W
2025/02/16 20:19:01.619, 60.99 W
2025/02/16 20:19:01.629, 60.99 W
2025/02/16 20:19:01.639, 60.99 W
2025/02/16 20:19:01.649, 60.99 W
2025/02/16 20:19:01.659, 60.99 W
2025/02/16 20:19:01.669, 60.99 W
2025/02/16 20:19:01.679, 60.99 W
2025/02/16 20:19:01.689, 60.99 W
2025/02/16 20:19:01.699, 60.99 W
2025/02/16 20:19:01.709, 60.99 W
2025/02/16 20:19:01.719, 60.99 W
2025/02/16 20:19:01.729, 60.99 W
2025/02/16 20:19:01.739, 60.99 W
2025/02/16 20:19:01.749, 60.99 W
2025/02/16 20:19:01.760, 60.99 W
2025/02/16 20:19:01.770, 60.99 W
2025/02/16 20:19:01.780, 60.99 W
2025/02/16 20:19:01.790, 60.99 W
2025/02/16 20:19:01.800, 60.99 W
2025/02/16 20:19:01.810, 60.99 W
2025/02/16 20:19:01.820, 60.99 W
2025/02/16 20:19:01.830, 60.99 W
2025/02/16 20:19:01.841, 60.99 W
2025/02/16 20:19:01.851, 60.99 W
2025/02/16 20:19:01.861, 60.99 W
2025/02/16 20:19:01.871, 60.99 W
2025/02/16 20:19:01.881, 60.99 W
2025/02/16 20:19:01.891, 60.99 W
2025/02/16 20:19:01.901, 60.99 W
2025/02/16 20:19:01.911, 60.99 W
2025/02/16 20:19:01.921, 60.99 W
2025/02/16 20:19:01.931, 60.99 W
2025/02/16 20:19:01.941, 60.99 W
2025/02/16 20:19:01.952, 60.99 W
2025/02/16 20:19:01.962, 60.99 W
2025/02/16 20:19:01.972, 60.99 W
2025/02/16 20:19:01.982, 60.99 W
2025/02/16 20:19:01.992, 60.99 W
2025/02/16 20:19:02.002, 60.99 W
2025/02/16 20:19:02.012, 60.99 W
2025/02/16 20:19:02.022, 60.99 W
2025/02/16 20:19:02.032, 60.99 W
2025/02/16 20:19:02.042, 60.99 W
2025/02/16 20:19:02.052, 60.99 W
2025/02/16 20:19:02.062, 60.99 W
2025/02/16 20:19:02.072, 60.99 W
2025/02/16 20:19:02.082, 60.99 W
2025/02/16 20:19:02.092, 60.99 W
2025/02/16 20:19:02.103, 60.99 W
2025/02/16 20:19:02.113, 60.99 W
2025/02/16 20:19:02.123, 60.99 W
2025/02/16 20:19:02.133, 60.99 W
2025/02/16 20:19:02.143, 60.99 W
2025/02/16 20:19:02.153, 60.99 W
2025/02/16 20:19:02.163, 60.99 W
2025/02/16 20:19:02.173, 60.99 W
2025/02/16 20:19:02.183, 60.99 W
2025/02/16 20:19:02.193, 60.99 W
2025/02/16 20:19:02.203, 60.99 W
2025/02/16 20:19:02.213, 60.99 W
