timestamp, power.draw [W]
2025/02/16 15:58:14.704, 63.04 W
2025/02/16 15:58:14.715, 63.04 W
2025/02/16 15:58:14.725, 63.04 W
2025/02/16 15:58:14.735, 63.33 W
2025/02/16 15:58:14.745, 63.33 W
2025/02/16 15:58:14.755, 63.33 W
2025/02/16 15:58:14.765, 63.33 W
2025/02/16 15:58:14.775, 63.33 W
2025/02/16 15:58:14.785, 63.33 W
2025/02/16 15:58:14.795, 63.33 W
2025/02/16 15:58:14.805, 63.33 W
2025/02/16 15:58:14.816, 63.33 W
2025/02/16 15:58:14.826, 63.33 W
2025/02/16 15:58:14.836, 63.11 W
2025/02/16 15:58:14.846, 63.11 W
2025/02/16 15:58:14.856, 63.11 W
2025/02/16 15:58:14.866, 63.11 W
2025/02/16 15:58:14.876, 63.11 W
2025/02/16 15:58:14.886, 63.11 W
2025/02/16 15:58:14.896, 63.11 W
2025/02/16 15:58:14.906, 63.11 W
2025/02/16 15:58:14.916, 63.11 W
2025/02/16 15:58:14.926, 63.11 W
2025/02/16 15:58:14.936, 63.04 W
2025/02/16 15:58:14.946, 63.04 W
2025/02/16 15:58:14.957, 63.04 W
2025/02/16 15:58:14.967, 63.04 W
2025/02/16 15:58:14.977, 63.04 W
2025/02/16 15:58:14.987, 63.04 W
2025/02/16 15:58:14.997, 63.04 W
2025/02/16 15:58:15.007, 63.04 W
2025/02/16 15:58:15.017, 63.04 W
2025/02/16 15:58:15.027, 63.04 W
2025/02/16 15:58:15.037, 63.11 W
2025/02/16 15:58:15.047, 63.11 W
2025/02/16 15:58:15.057, 63.11 W
2025/02/16 15:58:15.067, 63.11 W
2025/02/16 15:58:15.077, 63.11 W
2025/02/16 15:58:15.087, 63.11 W
2025/02/16 15:58:15.097, 63.11 W
2025/02/16 15:58:15.108, 63.11 W
2025/02/16 15:58:15.118, 63.11 W
2025/02/16 15:58:15.128, 63.11 W
2025/02/16 15:58:15.138, 63.11 W
2025/02/16 15:58:15.148, 63.11 W
2025/02/16 15:58:15.158, 63.11 W
2025/02/16 15:58:15.168, 63.11 W
2025/02/16 15:58:15.178, 63.11 W
2025/02/16 15:58:15.188, 63.11 W
2025/02/16 15:58:15.198, 63.11 W
2025/02/16 15:58:15.208, 63.11 W
2025/02/16 15:58:15.218, 63.11 W
2025/02/16 15:58:15.228, 63.11 W
2025/02/16 15:58:15.238, 63.04 W
2025/02/16 15:58:15.249, 63.04 W
2025/02/16 15:58:15.259, 63.04 W
2025/02/16 15:58:15.269, 63.04 W
2025/02/16 15:58:15.279, 63.04 W
2025/02/16 15:58:15.289, 63.04 W
2025/02/16 15:58:15.299, 63.04 W
2025/02/16 15:58:15.309, 63.04 W
2025/02/16 15:58:15.319, 63.04 W
2025/02/16 15:58:15.329, 63.04 W
2025/02/16 15:58:15.339, 63.04 W
2025/02/16 15:58:15.349, 63.04 W
2025/02/16 15:58:15.359, 63.04 W
2025/02/16 15:58:15.369, 63.04 W
2025/02/16 15:58:15.379, 63.04 W
2025/02/16 15:58:15.389, 63.04 W
2025/02/16 15:58:15.399, 63.04 W
2025/02/16 15:58:15.410, 63.04 W
2025/02/16 15:58:15.420, 63.04 W
2025/02/16 15:58:15.430, 63.04 W
2025/02/16 15:58:15.440, 63.33 W
2025/02/16 15:58:15.450, 63.33 W
2025/02/16 15:58:15.460, 63.33 W
2025/02/16 15:58:15.470, 63.33 W
2025/02/16 15:58:15.480, 63.33 W
2025/02/16 15:58:15.490, 63.33 W
2025/02/16 15:58:15.500, 63.33 W
2025/02/16 15:58:15.510, 63.33 W
2025/02/16 15:58:15.520, 63.33 W
2025/02/16 15:58:15.530, 63.33 W
2025/02/16 15:58:15.540, 63.04 W
2025/02/16 15:58:15.550, 63.04 W
2025/02/16 15:58:15.561, 63.04 W
2025/02/16 15:58:15.571, 63.04 W
2025/02/16 15:58:15.581, 63.04 W
2025/02/16 15:58:15.591, 63.04 W
2025/02/16 15:58:15.601, 63.04 W
2025/02/16 15:58:15.611, 63.04 W
2025/02/16 15:58:15.621, 63.04 W
2025/02/16 15:58:15.631, 63.04 W
2025/02/16 15:58:15.641, 63.04 W
2025/02/16 15:58:15.651, 63.04 W
2025/02/16 15:58:15.661, 63.04 W
2025/02/16 15:58:15.671, 63.04 W
2025/02/16 15:58:15.681, 63.04 W
2025/02/16 15:58:15.691, 63.04 W
2025/02/16 15:58:15.701, 63.04 W
2025/02/16 15:58:15.711, 63.04 W
2025/02/16 15:58:15.722, 63.04 W
2025/02/16 15:58:15.732, 63.04 W
2025/02/16 15:58:15.742, 63.04 W
2025/02/16 15:58:15.752, 63.04 W
2025/02/16 15:58:15.762, 63.04 W
2025/02/16 15:58:15.772, 63.04 W
2025/02/16 15:58:15.782, 63.04 W
2025/02/16 15:58:15.792, 63.04 W
2025/02/16 15:58:15.802, 63.04 W
2025/02/16 15:58:15.812, 63.04 W
2025/02/16 15:58:15.822, 63.04 W
2025/02/16 15:58:15.832, 63.04 W
2025/02/16 15:58:15.842, 63.04 W
2025/02/16 15:58:15.852, 63.04 W
2025/02/16 15:58:15.862, 63.04 W
2025/02/16 15:58:15.873, 63.04 W
2025/02/16 15:58:15.883, 63.04 W
2025/02/16 15:58:15.893, 63.04 W
2025/02/16 15:58:15.903, 63.04 W
2025/02/16 15:58:15.913, 63.04 W
2025/02/16 15:58:15.923, 63.04 W
2025/02/16 15:58:15.933, 63.04 W
2025/02/16 15:58:15.943, 63.04 W
2025/02/16 15:58:15.953, 63.04 W
2025/02/16 15:58:15.963, 63.04 W
2025/02/16 15:58:15.973, 63.04 W
2025/02/16 15:58:15.983, 63.04 W
2025/02/16 15:58:15.993, 63.04 W
2025/02/16 15:58:16.003, 63.04 W
2025/02/16 15:58:16.013, 63.04 W
2025/02/16 15:58:16.024, 63.04 W
2025/02/16 15:58:16.034, 63.04 W
2025/02/16 15:58:16.044, 63.04 W
2025/02/16 15:58:16.054, 63.04 W
2025/02/16 15:58:16.064, 63.04 W
2025/02/16 15:58:16.074, 63.04 W
2025/02/16 15:58:16.084, 63.04 W
2025/02/16 15:58:16.094, 63.04 W
2025/02/16 15:58:16.104, 63.04 W
2025/02/16 15:58:16.114, 63.04 W
2025/02/16 15:58:16.124, 63.04 W
2025/02/16 15:58:16.134, 63.04 W
2025/02/16 15:58:16.144, 63.04 W
2025/02/16 15:58:16.154, 63.04 W
2025/02/16 15:58:16.164, 63.04 W
2025/02/16 15:58:16.175, 63.04 W
2025/02/16 15:58:16.185, 63.04 W
2025/02/16 15:58:16.195, 63.04 W
2025/02/16 15:58:16.205, 63.04 W
2025/02/16 15:58:16.215, 63.04 W
2025/02/16 15:58:16.225, 63.04 W
2025/02/16 15:58:16.235, 63.04 W
2025/02/16 15:58:16.245, 63.04 W
2025/02/16 15:58:16.255, 63.04 W
2025/02/16 15:58:16.265, 63.04 W
2025/02/16 15:58:16.275, 63.04 W
2025/02/16 15:58:16.285, 63.04 W
2025/02/16 15:58:16.295, 63.04 W
2025/02/16 15:58:16.305, 63.04 W
2025/02/16 15:58:16.315, 63.04 W
2025/02/16 15:58:16.325, 63.04 W
2025/02/16 15:58:16.336, 63.04 W
2025/02/16 15:58:16.346, 63.04 W
2025/02/16 15:58:16.356, 63.04 W
2025/02/16 15:58:16.366, 63.04 W
